;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SENAI;                                            ATIVO IMOBILIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SISTEMA DE
CONFERÊNCIA
ON -LINE
03/2026";LOCALIZ.;NOME DO AMBIENTE;;;;;IMOB.;"Nº 
INVENTÁRIO";"DATA
INCORP.";DENOMINAÇÃO IMOBILIZADO;RESPONSÁVEL;STATUS/OCORRÊNCIA;TRANSFERÊNCIA;;DISPONIBILIDADE;;;;BAIXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;"LOCAL
DESTINO";RESPONSÁVEL;AUTORIZ.;"DATA ENVIO 
P/GAF";"Nº DA
UNIDADE";ENTREPOSTO;AUTORIZ.;"DATA 
ENVIO 
P/DIRETOR";"PROCESSO 
Nº";;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10135608;955977;30.08.2010;CADEIRA GIRATÓRIA C/BRAÇO ROYAL/TIRMIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194870;1180590;13.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194821;1180541;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194822;1180542;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194823;1180543;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194824;1180544;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194825;1180545;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194826;1180546;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194827;1180547;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194828;1180548;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194829;1180549;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194830;1180550;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194831;1180551;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194832;1180552;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194833;1180553;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194834;1180554;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194835;1180555;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10194836;1180556;13.02.2017;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10211686;1213299;07.12.2018;GAVETEIRO VOLANTE ÁRTICO DC 1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200847;1187905;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200849;1187907;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200850;1187908;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200851;1187909;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200852;1187910;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200853;1187911;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10200854;1187912;31.07.2017;MESA DE INFORMÁTICA 1600 ÁRTICO DC-1661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642086;1289902;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642087;1289903;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642088;1289904;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642089;1289905;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642090;1289906;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642091;1289907;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642092;1289908;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642093;1289909;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642094;1289910;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642095;1289911;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642096;1289912;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642097;1289913;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642098;1289914;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642099;1289915;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642100;1289916;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642101;1289917;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642102;1289918;10.01.2024;MICROCOMPUTADOR CORPORATIVO 24MB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642204;1290020;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642205;1290021;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642206;1290022;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642207;1290023;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642208;1290024;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642209;1290025;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642210;1290026;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642211;1290027;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642212;1290028;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642213;1290029;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642214;1290030;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642215;1290031;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642216;1290032;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642217;1290033;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642218;1290034;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642219;1290035;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10642220;1290036;22.01.2024;"""MONITOR DELL 23,8"""" C2423H""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10417145;643324;31.07.1998;PLACA UNIV 3 CASTANHAS VSC8 202MM VERTEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10290253;631025;31.03.1997;PLACA UNIVERSAL 3 CASTANHAS 190MM BOREA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10277042;1206914;17.04.2018;PLOTTER DE MÉDIO PORTE/ HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10359798;1207188;09.05.2018;PROJETOR MULTIMÍDIA INTERATIVO/ BENQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10638388;1286191;14.12.2023;PROTOTIPADORA 3D FDM – MOD.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10011506;1189375;31.08.2017;QUADRO BRANCO MAGNÉTICO DC 1776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10240824;1032078;30.03.2012;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10283840;445683;28.02.1983;TORNO MECANICO NARDINI MC 220 AS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770026;2077;00;26;;;;10283769;445684;28.02.1983;TORNO MECANICO NARDINI MC 220 AS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770027;2077;00;27;;;;10632397;1280122;15.09.2023;AFIADOR P/ELETRODOS DE TUNGSTÊNIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770027;2077;00;27;;;;10191043;1174920;01.11.2016;BANCADA P/ESMERILHAR DC-1452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770027;2077;00;27;;;;10191044;1174921;01.11.2016;BANCADA P/ESMERILHAR DC-1452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770027;2077;00;27;;;;10690851;1346584;12.03.2025;MESA ASPIRADA P/ESMERILHAMENTO DR-2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770027;2077;00;27;;;;10690852;1346585;12.03.2025;MESA ASPIRADA P/ESMERILHAMENTO DR-2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10201337;1189461;31.08.2017;ARMÁRIO BAIXO 2 M - ÁRTICO - DC 1651/1672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10211946;1221470;28.02.2018;ARMÁRIO BAIXO ÁRTICO DC 1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191032;1174909;01.11.2016;BANCADA CALDEIREIRO C/PAINEL DC-833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191033;1174910;01.11.2016;BANCADA CALDEIREIRO C/PAINEL DC-833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191034;1174911;01.11.2016;BANCADA CALDEIREIRO C/PAINEL DC-833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191035;1174912;01.11.2016;BANCADA CALDEIREIRO C/PAINEL DC-833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10151895;1074886;21.06.2013;BANCADA P/OXI-CORTE DC-837 GENERALLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157018;1082216;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157020;1082218;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157022;1082220;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157023;1082221;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157024;1082222;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157025;1082223;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157026;1082224;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157027;1082225;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157028;1082226;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10157029;1082227;02.08.2013;BANCO GIRATÓRIO REGUL. DC-1139-C/BRAS-MOVEL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191036;1174913;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191037;1174914;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191038;1174915;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191039;1174916;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191040;1174917;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191041;1174918;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10191042;1174919;01.11.2016;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10315638;910919;14.10.2009;BOMBA MANUAL P/TESTE HIDROSTÁTICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10445107;792614;16.08.2007;CAIXA DE ÁGUA P RESF.PEÇAS DC-845-MATIAS PUENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10007779;921633;14.01.2010;CAIXA DE ÁGUA P/RESFRIAR PEÇAS DC-845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10540427;1070068;12.04.2013;CARRINHO P/UNIDADE MÓVEL DE SOLDA INDL.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10511571;989423;30.03.2011;CHAVE FIXA 12 PEÇAS - 6 A 32MM/ VONDER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10501632;971888;14.01.2011;COMPASSO DE PONTAS 300MM / PANTEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10337657;1012881;09.01.2012;CRONÔMETRO DIGITAL PORTÁTIL/INSTRUTHERM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10686073;1341859;21.01.2025;DESKTOP CORPORATIVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10306284;798034;21.10.2007;ESMERILHADEIRA  ELÉT.ANG110V.MAKTEC MT900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10343544;1066298;01.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10343545;1066299;01.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10343583;1066300;01.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340643;1067111;06.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340639;1067112;06.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340649;1067114;06.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340656;1067116;06.03.2013;ESMERILHADEIRA ANGULAR ELÉTR 4 1/2P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340644;1052087;03.01.2013;ESMERILHADEIRA ANGULAR ELÉTR. 7P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340645;1052088;03.01.2013;ESMERILHADEIRA ANGULAR ELÉTR. 7P/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674675;1322536;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674676;1322537;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674677;1322538;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674678;1322539;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674679;1322540;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10674680;1322541;10.01.2025;"""ESMERILHADEIRA ANGULAR ELÉTRICA 5""""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10340658;1070460;22.04.2013;ESTUFA ELÉTRICA P/MANUT. DE ELETRODO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10211684;1213297;07.12.2018;GAVETEIRO VOLANTE ÁRTICO DC 1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10572534;1213181;19.12.2018;GONIÔMETRO DE PRECISÃO 0 A 360°/MITUTOYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544061;1078330;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544062;1078331;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544063;1078332;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544064;1078333;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544065;1078334;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544066;1078335;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544067;1078336;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544068;1078337;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544069;1078338;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544070;1078339;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770028;2077;00;28;;;;10544071;1078340;26.07.2013;GRAMINHO P/SERRALHEIRO E CALDEIREIRO/BRASFIXO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
