;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SENAI;                                            ATIVO IMOBILIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SISTEMA DE
CONFERÊNCIA
ON -LINE
03/2026";LOCALIZ.;NOME DO AMBIENTE;;;;;IMOB.;"Nº 
INVENTÁRIO";"DATA
INCORP.";DENOMINAÇÃO IMOBILIZADO;RESPONSÁVEL;STATUS/OCORRÊNCIA;TRANSFERÊNCIA;;DISPONIBILIDADE;;;;BAIXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;"LOCAL
DESTINO";RESPONSÁVEL;AUTORIZ.;"DATA ENVIO 
P/GAF";"Nº DA
UNIDADE";ENTREPOSTO;AUTORIZ.;"DATA 
ENVIO 
P/DIRETOR";"PROCESSO 
Nº";;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011424;1186492;12.07.2017;ANDAIME INDUSTRIAL DE 12 METROS/FORTEQUIP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10358100;1193635;13.11.2017;APARADOR DE CERCA VIVA A GASOLINA / HUSQVARNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10358101;1193636;13.11.2017;APARADOR DE CERCA VIVA A GASOLINA / HUSQVARNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10211950;1202250;28.02.2018;ARMÁRIO BAIXO ÁRTICO DC 1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10191029;1174858;25.10.2016;ARMÁRIO P/VESTIÁRIO NR 24 - ARMAZENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10191030;1174859;25.10.2016;ARMÁRIO P/VESTIÁRIO NR 24 - ARMAZENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10014582;269591;01.01.1973;BANCADA P/ AJUSTADOR 2 LUGARES DC - 761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10205187;1199644;28.02.2018;BANCADA P/ MAQUINA DE FURAR ÁRTICO DC 1465/1705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10194710;1180300;01.02.2017;CADEIRA GIRATÓRIA P/DIRETOR/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10371536;221274;28.02.1971;CARRINHO SOLDA TIPO AA 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10355429;1174103;10.10.2016;CARRO ARMAZÉM  CAPACIDADE 200KG / VALCAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10511569;989421;30.03.2011;CHAVE FIXA 12 PEÇAS - 6 A 32MM/ VONDER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10491572;950525;07.07.2010;CHAVE P/TUBOS(GRIFO T. STILLSON)14P/ROBUST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10498719;965862;08.12.2010;CORTADOR CERÂMICA PROFISSIONAL/CORTAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10357520;1181412;02.03.2017;CORTADOR DE GRAMA C/RECOLHEDOR 6HP/ GARTHEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10495848;961670;01.11.2010;CORTADOR DE TUBOS PEQUENO/ STANLEY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10495849;961671;01.11.2010;CORTADOR DE TUBOS PEQUENO/ STANLEY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10689647;1345538;18.02.2025;DESKTOP CORPORATIVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10008570;955933;20.08.2010;ESCADA DE ABRIR 1,50MTS 5 DEGR./W.BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011081;1172050;19.09.2016;ESCADA DUPLA DE FIBRA COM 5 METROS/ W BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011078;1172047;19.09.2016;ESCADA EM FIBRA 10D - DUPLO ACESSO/ W BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011079;1172048;19.09.2016;ESCADA EM FIBRA 10D - DUPLO ACESSO/ W BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011083;1172052;19.09.2016;ESCADA EM FIBRA 12D - DUPLO ACESSO/ W BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10011084;1172053;19.09.2016;ESCADA EXTENSÍVEL FIBRA 5,70X10,20 M/ W BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10305857;787646;31.08.2007;FURADEIRA GSB20-2R BOSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10330312;988712;22.03.2011;FURADEIRA/PARAFUSAD.DE IMPACTO/MAKITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10211680;1213293;07.12.2018;GAVETEIRO VOLANTE ÁRTICO DC 1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10497924;964276;25.11.2010;JOGO DE SERRA COPO - 16 A 51MM /MASTERSAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10714225;1369083;22.10.2025;MÁQUINA DE SOLDA INDUSTRIAL 180A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10712978;1368154;14.10.2025;MARTELETE PERFURADOR ROMPEDOR 110V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10205294;1199753;28.02.2018;MESA DE INFORMÁTICA 1400 ÁRTICO DC 1663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10247229;1063518;13.03.2013;MICROCOMPUTADOR ITAUTEC INFOWAY ST 4265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10689650;1345541;18.02.2025;MONITOR CORPORATIVO C/CÂMERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10547216;1088371;31.01.2014;NÍVEL DE ALUMÍNIO C/BASE 60CM / STARRETT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10634283;1282065;07.11.2023;PARAFUSADEIRA/FURAD. IMPACTO S/FIO 18V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10665317;1312599;17.12.2024;PARAFUSADEIRA/FURADEIRA S/FIO 14,4V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10497935;964287;25.11.2010;PISTOLA FINCA PINO / WALSIWA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10324641;953935;11.08.2010;SERRA MÁRMORE 125MM 1450W-220V/BOSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10240827;1032081;30.03.2012;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10512735;991176;06.04.2011;TERMOHIGRÔMETRO DIG. PORTÁTIL/MINIPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770064;2077;00;64;;;;10497933;964285;25.11.2010;TESOURA TIPO FUNILEIRO 10P (250MM) /VONDER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770065;2077;00;65;;;;10355710;1174010;05.10.2016;SISTEMA AR COMPRIMIDO 200CFM S/SECADOR/METALPLAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10175604;1142258;31.05.2015;ARMÁRIO BAIXO MALIBÚ DC1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10194874;1180594;13.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS - TECIDO AZUL/SISTEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10194806;1180396;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10623511;1271214;27.02.2023;CATRACA INTERNA C/PEDESTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10623512;1271215;27.02.2023;CATRACA INTERNA C/PEDESTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10623513;1271216;27.02.2023;CATRACA INTERNA C/PEDESTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10585870;1234304;20.03.2020;DESFIBRILADOR EXT. AUTOMÁTICO C/FEEDBACK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10686036;1341822;21.01.2025;DESKTOP CORPORATIVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10174117;1136677;28.02.2015;GABINETE PROTEÇÃO DESFIBRILADOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10620082;1267772;31.12.2022;IMPRESSORA TÉRMICA DE ETIQUETAS QRCODE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10685986;1341772;21.01.2025;MONITOR CORPORATIVO C/CÂMERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770066;2077;00;66;;;;10221031;843940;08.05.2008;SWITCH 4500 26PORT PAD.UNID.3CR1756-91/3COM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060828;734792;31.03.2005;BALCAO DE ATENDIMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10012062;81219;01.01.1953;BANCADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10061296;735641;30.04.2005;ESTACAO DE TRABALHO 4 LUGARES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060799;734751;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060800;734752;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060801;734753;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060802;734754;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060803;734755;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060804;734756;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060805;734757;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060806;734758;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10060807;734759;31.03.2005;MESA DE INFORMATICA PARA 4 ALUNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140512;999575;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140513;999576;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140514;999577;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140515;999578;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140516;999579;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140517;999580;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140518;999581;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140519;999582;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140520;999583;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140521;999584;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140522;999585;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140523;999586;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140524;999587;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140525;999588;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140526;999589;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140527;999590;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140528;999591;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140529;999592;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140530;999593;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140531;999594;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140532;999595;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140533;999596;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140534;999597;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140535;999598;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140536;999599;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10140537;999600;31.05.2011;MESA P/ LABORATÓRIO DE INFORMÁTICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136163;957522;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136164;957523;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136165;957524;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136166;957525;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136167;957526;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136168;957527;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136169;957528;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136170;957529;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136171;957530;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136172;957531;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136173;957532;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770068;2077;00;68;;;;10136174;957533;31.10.2010;MESA PARA REFEITORIO 700X700MM DC 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770071;2077;00;71;;;;10008396;954939;25.08.2010;ESCADA DE ABRIR 1,50MTS 05DEGR./W.BERTOLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770071;2077;00;71;;;;10151091;1066951;25.03.2013;ESTANTE DE AÇO 6 PRATELEIRAS CINZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770071;2077;00;71;;;;10190994;1174823;25.10.2016;ESTANTE DE AÇO CINZA C/6 PRATELEIRAS - ARMAZENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10613911;1261576;13.10.2022;NOTEBOOK CORPORATIVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10613914;1261579;13.10.2022;NOTEBOOK CORPORATIVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639330;1287138;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639331;1287139;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639332;1287140;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639333;1287141;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639334;1287142;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639335;1287143;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639336;1287144;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639337;1287145;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639339;1287147;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639340;1287148;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639341;1287149;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639342;1287150;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639343;1287151;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639344;1287152;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770073;2077;00;73;;;;10639345;1287153;28.12.2023;NOTEBOOK CORPORATIVO 16GB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10003227;1103846;19.05.2014;MESA P/TÊNIS C/ESTRUTURA DE MADEIRA/EDUCARE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200863;1187921;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200864;1187922;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200865;1187923;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200868;1187926;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200870;1187928;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770074;2077;00;74;;;;10200872;1187930;31.07.2017;MOCHILEIRO 08 PORTAS C/ CHAVES ÁRTICO DC-1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123602;904011;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123607;904017;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123608;904018;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123609;904019;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123610;904020;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123611;904021;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123612;904022;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123613;904024;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123614;904025;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770075;2077;00;75;;;;10123615;904026;03.07.2009;CADEIRA C/SAPATAS S/BRAÇOS VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
